SongID,Cluster_Num,Cluster_Name
I'd Really Love To See You TonightEngland Dan & John Ford Coley,11,Nostalgia
Missed OpportunityDaryl Hall John Oates,0,Chill Kickback
GrenadeBruno Mars,12,College Tailgate
Marry MeJason Derulo,12,College Tailgate
"Long, Long Way From HomeForeigner",4,Concert Pregame
Let Her CryHootie & The Blowfish,6,Let's Dance
Let's Get DownBow Wow Featuring Baby,5,Who Tryin' to Drink?
Nobody Loves Me Like YouThe Flamingos,8,Songs You Forgot About
La La Peace SongAl Wilson,8,Songs You Forgot About
FishnetMorris Day,4,Concert Pregame
I'll Get ByEddie Money,2,"Bro, I'm Sad"
"My Love, Forgive Me (Amore, Scusami)Robert Goulet",10,Time Machine
Music Box DancerFrank Mills,9,In My Feels
Knock On WoodOtis & Carla,11,Nostalgia
Loving Her Was Easier (Than Anything I'll Ever Do Again)Kris Kristofferson,10,Time Machine
I Got My Mind Made Up (You Can Get It Girl)Instant Funk,7,Long Talks and Beach Walks
No LimitG-Eazy Featuring A$AP Rocky & Cardi B,5,Who Tryin' to Drink?
Ice BoxOmarion,3,Sing Along
Let's Go Steady AgainNeil Sedaka,11,Nostalgia
If I Had A GirlRod Lauren,10,Time Machine
Old ManNeil Young,2,"Bro, I'm Sad"
Let's Straighten It OutLatimore,11,Nostalgia
One Man Band (Plays All Alone)Ronnie Dyson,1,Day Drinking
If You Remember MeChris Thompson & Night,10,Time Machine
Object Of My DesireStarpoint,11,Nostalgia
If She Knew What She WantsThe Bangles,0,Chill Kickback
No One ElseTotal,5,Who Tryin' to Drink?
Forever MineThe O'Jays,1,Day Drinking
Mr. SaxobeatAlexandra Stan,3,Sing Along
Get Used To ItRoger Voudouris,0,Chill Kickback
Games People PlayThe Alan Parsons Project,11,Nostalgia
MaybeThe Three Degrees,2,"Bro, I'm Sad"
Hitchin' A RideVanity Fare,0,Chill Kickback
FascinatedCompany B,9,In My Feels
Money In The BankLil Scrappy Featuring Young Buck,5,Who Tryin' to Drink?
My Best FriendTim McGraw,2,"Bro, I'm Sad"
"No BrainerDJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",5,Who Tryin' to Drink?
Nashville CatsThe Lovin' Spoonful,11,Nostalgia
I Fought The LawBobby Fuller Four,3,Sing Along
MeccaGene Pitney,4,Concert Pregame
Me And Julio Down By The SchoolyardPaul Simon,3,Sing Along
I Turned You OnThe Isley Brothers,6,Let's Dance
I Will WaitMumford & Sons,6,Let's Dance
Foot Stomping - Part 1The Flares,0,Chill Kickback
I Want To Stay HereSteve & Eydie,8,Songs You Forgot About
Land Of 1000 DancesCannibal And The Headhunters,0,Chill Kickback
Love FireJigsaw,4,Concert Pregame
Nice 'N' NaastyThe Salsoul Orchestra,11,Nostalgia
Lovely DayBill Withers,3,Sing Along
Oh WellRockets,3,Sing Along
Make BelieveToto,11,Nostalgia
Dreamin' Is EasySteel Breeze,0,Chill Kickback
Just Got Started Lovin' YouJames Otto,3,Sing Along
Na NaTrey Songz,2,"Bro, I'm Sad"
Every Which Way But LooseEddie Rabbitt,2,"Bro, I'm Sad"
My Kinda GirlBabyface,0,Chill Kickback
Live Like You Were DyingTim McGraw,2,"Bro, I'm Sad"
MultiplicationBobby Darin,8,Songs You Forgot About
LiesThompson Twins,3,Sing Along
FirestarterThe Prodigy,6,Let's Dance
Mind Playing Tricks On MeGeto Boys,5,Who Tryin' to Drink?
Endless NightsEddie Money,11,Nostalgia
I Like ItThe Blackout Allstars,0,Chill Kickback
Here's To The NightEve 6,12,College Tailgate
Mud On The TiresBrad Paisley,4,Concert Pregame
It Won't StopSevyn Streeter Featuring Chris Brown,12,College Tailgate
I Believe In MusicGallery,11,Nostalgia
Feels So RightAlabama,10,Time Machine
Heartbreak BeatPsychedelic Furs,7,Long Talks and Beach Walks
I Ran (So Far Away)A Flock Of Seagulls,9,In My Feels
Love Me All UpStacy Earl,0,Chill Kickback
One KissCalvin Harris & Dua Lipa,3,Sing Along
Forever In LoveKenny G,2,"Bro, I'm Sad"
Leave (Get Out)JoJo,12,College Tailgate
My Special AngelThe Vogues,2,"Bro, I'm Sad"
MalibuMiley Cyrus,12,College Tailgate
Good GirlCarrie Underwood,3,Sing Along
Long Lonesome HighwayMichael Parks,10,Time Machine
In Your LetterREO Speedwagon,3,Sing Along
Down With The KingRun-D.M.C.,5,Who Tryin' to Drink?
Love Is A StrangerEurythmics,3,Sing Along
Leave ItYes,3,Sing Along
Love You Most Of AllSam Cooke,8,Songs You Forgot About
How Forever FeelsKenny Chesney,3,Sing Along
I (Who Have Nothing)Ben E. King,1,Day Drinking
He Didn't Have To BeBrad Paisley,2,"Bro, I'm Sad"
Lover's HolidayPeggy Scott & Jo Jo Benson,11,Nostalgia
HolidayMadonna,3,Sing Along
It's My LifeTalk Talk,9,In My Feels
God Must Have Spent A Little More Time On YouAlabama Featuring 'N Sync,2,"Bro, I'm Sad"
Give Me Your LoveBarbara Mason,8,Songs You Forgot About
I Found SomebodyGlenn Frey,11,Nostalgia
I Only Wanna Be With YouSamantha Fox,0,Chill Kickback
Jeans OnDavid Dundas,8,Songs You Forgot About
Rivers Of BabylonBoney M,3,Sing Along
Suds In The BucketSara Evans,6,Let's Dance
Run For HomeLindisfarne,11,Nostalgia
SupermanHerbie Mann,7,Long Talks and Beach Walks
Space Age Love SongA Flock Of Seagulls,6,Let's Dance
Brand New LoverDead Or Alive,12,College Tailgate
Personal JesusDepeche Mode,11,Nostalgia
Round And RoundTevin Campbell,11,Nostalgia
Best Of IntentionsTravis Tritt,2,"Bro, I'm Sad"
SpeechlessDan + Shay,2,"Bro, I'm Sad"
Calling All AngelsTrain,6,Let's Dance
Call On MeChicago,0,Chill Kickback
Dang MeRoger Miller,1,Day Drinking
Call Me (Come Back Home)Al Green,11,Nostalgia
SnakeR. Kelly Featuring Big Tigger,5,Who Tryin' to Drink?
Operator (That's Not the Way it Feels)Jim Croce,8,Songs You Forgot About
Daddy's HomeCliff Richard,1,Day Drinking
Crash And BurnSavage Garden,2,"Bro, I'm Sad"
A Brand New MeDusty Springfield,10,Time Machine
Quick Joey Small (Run Joey Run)Kasenetz-Katz Singing Orchestral Circus,0,Chill Kickback
An American TrilogyMickey Newbury,10,Time Machine
Sweet Potatoe PieDomino,11,Nostalgia
Check Out Your MindThe Impressions,6,Let's Dance
"Sweet Cream Ladies, Forward MarchThe Box Tops",11,Nostalgia
Set U FreePlanet Soul,11,Nostalgia
Somewhere I BelongLinkin Park,6,Let's Dance
Come InsideIntro,7,Long Talks and Beach Walks
The Eyes Of A New York WomanB.J. Thomas,1,Day Drinking
Bustin' LooseChuck Brown & The Soul Searchers,7,Long Talks and Beach Walks
The Belle Of St. MarkSheila E.,12,College Tailgate
SomedayNickelback,6,Let's Dance
SummertimeKenny Chesney,6,Let's Dance
Take Me To The RiverTalking Heads,11,Nostalgia
BreathlessThe Corrs,3,Sing Along
Real Good ManTim McGraw,12,College Tailgate
Barely BreathingDuncan Sheik,6,Let's Dance
Almost Over YouSheena Easton,10,Time Machine
By The WayRed Hot Chili Peppers,12,College Tailgate
Robbin' The CradleTony Bellus,8,Songs You Forgot About
Sara SmileDaryl Hall John Oates,2,"Bro, I'm Sad"
CreepRadiohead,2,"Bro, I'm Sad"
Born To FlySara Evans,7,Long Talks and Beach Walks
Raise UpPetey Pablo,3,Sing Along
Dancing In The MoonlightKing Harvest,11,Nostalgia
Angel EyesLove And Theft,3,Sing Along
The Door Is Still Open To My HeartDean Martin,10,Time Machine
Die Another DayMadonna,3,Sing Along
Don't Let Me Be Lonely TonightJames Taylor,10,Time Machine
1st Of Tha MonthBone Thugs-N-Harmony,4,Concert Pregame
The Enchanted SeaThe Islanders,9,In My Feels
Sweets For My SweetThe Drifters,8,Songs You Forgot About
Detroit CityBobby Bare,10,Time Machine
ChainsThe Cookies,8,Songs You Forgot About
Smokie - Part 2Bill Black's Combo,9,In My Feels
The Boys of FallKenny Chesney,7,Long Talks and Beach Walks
Don't Ask Me WhyBilly Joel,3,Sing Along
Don't Make Me OverDionne Warwick,4,Concert Pregame
Call MeJohnny Mathis,10,Time Machine
Another NightAretha Franklin,0,Chill Kickback
Street DreamsNas,5,Who Tryin' to Drink?
Come TogetherAerosmith,1,Day Drinking
Shame On MeBobby Bare,8,Songs You Forgot About
Deeper & DeeperFreda Payne,11,Nostalgia
"So Fresh, So CleanOutKast",5,Who Tryin' to Drink?
Back WhenTim McGraw,6,Let's Dance
Somewhere With YouKenny Chesney,12,College Tailgate
Thanks For My ChildCheryl Pepsii Riley,10,Time Machine
Baby SharkPinkfong,5,Who Tryin' to Drink?
100 YearsFive For Fighting,2,"Bro, I'm Sad"
Shock The MonkeyPeter Gabriel,7,Long Talks and Beach Walks
Pop Goes The WorldMen Without Hats,0,Chill Kickback
Blowin' Me Up (With Her Love)JC Chasez,3,Sing Along
Because Of YouThe Cover Girls,12,College Tailgate
Running Up That HillKate Bush,2,"Bro, I'm Sad"
American RideToby Keith,6,Let's Dance
Only In AmericaBrooks & Dunn,4,Concert Pregame
Sexy LadyYung Berg Featuring Junior,5,Who Tryin' to Drink?
Praying For TimeGeorge Michael,2,"Bro, I'm Sad"
Shapes Of ThingsThe Yardbirds,6,Let's Dance
StayThe 4 Seasons,0,Chill Kickback
Tell It All BrotherKenny Rogers & The First Edition,10,Time Machine
"That Was Then, This Is NowThe Monkees",0,Chill Kickback
Another Sleepless NightJimmy Clanton,8,Songs You Forgot About
CrossfireJohnny And The Hurricanes,9,In My Feels
Cry To MeBetty Harris,10,Time Machine
Days Of Wine And RosesAndy Williams,10,Time Machine
Better Off AloneAlice Deejay,9,In My Feels
Setting The World On FireKenny Chesney Featuring P!nk,12,College Tailgate
Bow Chicka Wow WowMike Posner Featuring Lil Wayne,12,College Tailgate
The Cowboy In MeTim McGraw,12,College Tailgate
Days Of Wine And RosesHenry Mancini And His Orchestra,9,In My Feels
StingyGinuwine,12,College Tailgate
Sunny DaysLighthouse,2,"Bro, I'm Sad"
She's EverythingBrad Paisley,2,"Bro, I'm Sad"
Doin' What She LikesBlake Shelton,6,Let's Dance
Show StopperDanity Kane,5,Who Tryin' to Drink?
Building A MysterySarah McLachlan,2,"Bro, I'm Sad"
Stars Are BlindParis Hilton,12,College Tailgate
Singing In The Rain / UmbrellaGlee Cast Featuring Gwyneth Paltrow,12,College Tailgate
That's All She WroteT.I. Featuring Eminem,5,Who Tryin' to Drink?
Both Of UsB.o.B Featuring Taylor Swift,12,College Tailgate
6 InchBeyonce Featuring The Weeknd,12,College Tailgate
All We KnowThe Chainsmokers Featuring Phoebe Ryan,12,College Tailgate
American BabyDave Matthews Band,3,Sing Along
Ain't No Other ManChristina Aguilera,5,Who Tryin' to Drink?
DJ Got Us Fallin' In LoveUsher Featuring Pitbull,3,Sing Along
Do You Want To DanceBobby Freeman,8,Songs You Forgot About
Daydreamin'Tatyana Ali,3,Sing Along
Princess Of ChinaColdplay Featuring Rihanna,12,College Tailgate
Almost Like PrayingLin-Manuel Miranda Featuring Artists For Puerto Rico,6,Let's Dance
Are You That Somebody?Aaliyah,3,Sing Along
A Certain SmileJohnny Mathis,10,Time Machine
Across The UniverseVarious Artists,7,Long Talks and Beach Walks
Bottoms UpTrey Songz Featuring Nicki Minaj,12,College Tailgate
Dog Days Are OverGlee Cast,6,Let's Dance
The Boy Is MineBrandy & Monica,3,Sing Along
TelephoneGlee Cast,3,Sing Along
Quit Playing Games (With My Heart)Backstreet Boys,3,Sing Along
The Arms Of The One Who Loves YouXscape,2,"Bro, I'm Sad"
Stupid GirlsP!nk,3,Sing Along
Dani CaliforniaRed Hot Chili Peppers,3,Sing Along
PermanentDavid Cook,2,"Bro, I'm Sad"
Beautiful DayLee DeWyze,6,Let's Dance
A Sky Full Of StarsColdplay,12,College Tailgate
Something In The WaterCarrie Underwood,6,Let's Dance
CarouselTravis Scott,2,"Bro, I'm Sad"
Don't Let Go (Love)En Vogue,12,College Tailgate
SlideGoo Goo Dolls,12,College Tailgate
All I HaveJennifer Lopez Featuring LL Cool J,12,College Tailgate
SugarFlo Rida Featuring Wynter,12,College Tailgate
Christmas LightsColdplay,2,"Bro, I'm Sad"
PrayingKesha,2,"Bro, I'm Sad"
STOOPID6ix9ine Featuring Bobby Shmurda,5,Who Tryin' to Drink?
Are You Jimmy Ray?Jimmy Ray,3,Sing Along
Smooth CriminalGlee Cast Featuring 2Cellos,3,Sing Along
Somebody That I Used To KnowGlee Cast,11,Nostalgia
CloudsZach Sobiech,12,College Tailgate
Step By StepNew Kids On The Block,11,Nostalgia
Taking EverythingGerald Levert,12,College Tailgate
Dance AgainJennifer Lopez Featuring Pitbull,3,Sing Along
Stop Trying To Be GodTravis Scott,12,College Tailgate
SecretlyJimmie Rodgers,10,Time Machine
OverkillMen At Work,3,Sing Along
Purple RainPrince And The Revolution,7,Long Talks and Beach Walks
CriminalFiona Apple,12,College Tailgate
Sweet SurrenderSarah McLachlan,11,Nostalgia
AdiaSarah McLachlan,2,"Bro, I'm Sad"
CrybabyMariah Carey Featuring Snoop Dogg,12,College Tailgate
BillionaireGlee Cast,3,Sing Along
Can't Remember To Forget YouShakira Featuring Rihanna,6,Let's Dance
Don't Hurt YourselfBeyonce Featuring Jack White,5,Who Tryin' to Drink?
RingCardi B Featuring Kehlani,12,College Tailgate
Sanguine ParadiseLil Uzi Vert,12,College Tailgate
All RightChristopher Cross,12,College Tailgate
Can't Believe ItT-Pain Featuring Lil Wayne,12,College Tailgate
Rolling In The DeepGlee Cast Featuring Jonathan Groff,8,Songs You Forgot About
Pretty GirlsBritney Spears & Iggy Azalea,3,Sing Along
Say It Isn't SoDaryl Hall John Oates,11,Nostalgia
State of ShockThe Jacksons,3,Sing Along
SecretMadonna,12,College Tailgate
Run AwayReal McCoy,3,Sing Along
Beautiful LifeAce Of Base,3,Sing Along
Big Things Poppin' (Do It)T.I.,9,In My Feels
Burn It DownLinkin Park,12,College Tailgate
BEBE6ix9ine Featuring Anuel AA,12,College Tailgate
(Sweet Sweet Baby) Since You've Been GoneAretha Franklin,8,Songs You Forgot About
SomeoneSWV (Featuring Puff Daddy),6,Let's Dance
The Day That Never ComesMetallica,7,Long Talks and Beach Walks
Start Me Up / Livin' On A PrayerGlee Cast,6,Let's Dance
BlameCalvin Harris Featuring John Newman,6,Let's Dance
BelieveMumford & Sons,12,College Tailgate
Blue Blue DayDon Gibson,8,Songs You Forgot About
"A Little Bit Me, A Little Bit YouThe Monkees",3,Sing Along
RainSWV,4,Concert Pregame
BattlefieldJordin Sparks,12,College Tailgate
"Sucker For PainLil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",5,Who Tryin' to Drink?
Daydream BelieverThe Monkees,2,"Bro, I'm Sad"
AlrightKris Kross Featuring Supercat,5,Who Tryin' to Drink?
Don't CrySeal,2,"Bro, I'm Sad"
Ridin' SoloJason Derulo,12,College Tailgate
Best Love SongT-Pain Featuring Chris Brown,6,Let's Dance
Run The World (Girls)Beyonce,3,Sing Along
AgainFetty Wap,12,College Tailgate
Bank Account21 Savage,5,Who Tryin' to Drink?
Self CareMac Miller,2,"Bro, I'm Sad"
Sittin' On Top Of The WorldDa Brat,5,Who Tryin' to Drink?
DecodeParamore,4,Concert Pregame
She WolfShakira,3,Sing Along
Sweet CarolineGlee Cast,11,Nostalgia
679Fetty Wap Featuring Remy Boyz,5,Who Tryin' to Drink?
SlideCalvin Harris Featuring Frank Ocean & Migos,12,College Tailgate
Cross MeEd Sheeran Featuring Chance The Rapper & PnB Rock,3,Sing Along
Rock-in RobinBobby Day,1,Day Drinking
See SawAretha Franklin,11,Nostalgia
Black Or WhiteMichael Jackson,3,Sing Along
"Closer To Free (From ""Party Of Five"")BoDeans",4,Concert Pregame
The CatalystLinkin Park,12,College Tailgate
(It) Feels So GoodSteven Tyler,3,Sing Along
Body PartyCiara,4,Concert Pregame
Separate Ways (Worlds Apart)Journey,6,Let's Dance
Dancing In The DarkBruce Springsteen,6,Let's Dance
"Because You Loved Me (From ""Up Close & Personal"")Celine Dion",2,"Bro, I'm Sad"
PinkAerosmith,6,Let's Dance
Put OnYoung Jeezy Featuring Kanye West,5,Who Tryin' to Drink?
Raise Your GlassGlee Cast,3,Sing Along
5% TintTravis Scott,12,College Tailgate
Raspberry BeretPrince And The Revolution,11,Nostalgia
CherishMadonna,11,Nostalgia
SomedayMariah Carey,3,Sing Along
All 4 LoveColor Me Badd,3,Sing Along
BrokenheartedBrandy,2,"Bro, I'm Sad"
Cruel SummerAce Of Base,3,Sing Along
Pretty VegasINXS,6,Let's Dance
RadioactiveKings Of Leon,6,Let's Dance
One Of UsGlee Cast,6,Let's Dance
BackseatNew Boyz Featuring The Cataracs & Dev,3,Sing Along
BlackbirdGlee Cast,10,Time Machine
Red Solo CupToby Keith,6,Let's Dance
Afire LoveEd Sheeran,2,"Bro, I'm Sad"
Pray You Catch MeBeyonce,1,Day Drinking
SelfishFuture Featuring Rihanna,2,"Bro, I'm Sad"
PerfectEd Sheeran,12,College Tailgate
A Lot21 Savage,12,College Tailgate
Tell Her About ItBilly Joel,6,Let's Dance
Deeper And DeeperMadonna,12,College Tailgate
Clock StrikesTimbaland & Magoo,9,In My Feels
Real Worldmatchbox 20,3,Sing Along
She BangsRicky Martin,3,Sing Along
Take You OutLuther Vandross,12,College Tailgate
Did My TimeKorn,12,College Tailgate
"Out Here GrindinDJ Khaled Feat. Akon, Plies, Young Jeezy, Rick Ross, Ace Hood, Trick Daddy & Lil' Boosie",6,Let's Dance
All Summer LongThe Rock Heroes,0,Chill Kickback
Stop! In The Name Of Love / Free Your MindGlee Cast,3,Sing Along
(I've Had) The Time Of My LifeGlee Cast,12,College Tailgate
The Adventures Of Rain Dance MaggieRed Hot Chili Peppers,12,College Tailgate
All NightBeyonce,2,"Bro, I'm Sad"
Can't SayTravis Scott,3,Sing Along
Best Thing That Ever Happened To MeGladys Knight And The Pips,1,Day Drinking
StayShakespear's Sister,2,"Bro, I'm Sad"
"Streets Of Philadelphia (From ""Philadelphia"")Bruce Springsteen",11,Nostalgia
SunshineLil' Flip Featuring Lea,11,Nostalgia
SledgehammerPeter Gabriel,12,College Tailgate
Don't Rush MeTaylor Dayne,3,Sing Along
Do You Remember?Phil Collins,12,College Tailgate
Can't Let You GoFabolous Featuring Mike Shorey & Lil' Mo,5,Who Tryin' to Drink?
RosannaToto,2,"Bro, I'm Sad"
She's Playing Hard To GetHi-Five,6,Let's Dance
SailingChristopher Cross,2,"Bro, I'm Sad"
AlwaysAtlantic Starr,2,"Bro, I'm Sad"
So Much In LoveAll-4-One,10,Time Machine
Cat's In The CradleHarry Chapin,2,"Bro, I'm Sad"
Rake It UpYo Gotti Featuring Nicki Minaj,5,Who Tryin' to Drink?
Blame It On The Bossa NovaEydie Gorme,8,Songs You Forgot About
Along Comes MaryThe Association,0,Chill Kickback
Over YouGary Puckett And The Union Gap,2,"Bro, I'm Sad"
Tell Him NoTravis & Bob,1,Day Drinking
San Antonio RoseFloyd Cramer,9,In My Feels
The Boy From New York CityThe Ad Libs,8,Songs You Forgot About
A Natural Woman (You Make Me Feel Like)Aretha Franklin,2,"Bro, I'm Sad"
Both Sides NowJudy Collins,2,"Bro, I'm Sad"
Along Came JonesThe Coasters,5,Who Tryin' to Drink?
Dance On Little GirlPaul Anka,8,Songs You Forgot About
Oops (Oh My)Tweet,5,Who Tryin' to Drink?
Shortie Like MineBow Wow Featuring Chris Brown & Johnta Austin,5,Who Tryin' to Drink?
Ooh Baby BabyLinda Ronstadt,1,Day Drinking
Affair Of The HeartRick Springfield,12,College Tailgate
Talk To MeStevie Nicks,12,College Tailgate
Damn!YoungBloodZ Featuring Lil Jon,5,Who Tryin' to Drink?
Rock With YouMichael Jackson,11,Nostalgia
Another Part Of MeMichael Jackson,3,Sing Along
Don't Let Me Get MeP!nk,3,Sing Along
SusanThe Buckinghams,4,Concert Pregame
Scarborough Fair (/Canticle)Simon & Garfunkel,10,Time Machine
Backfield In MotionMel And Tim,8,Songs You Forgot About
A Very Special Love SongCharlie Rich,10,Time Machine
Sister Golden HairAmerica,11,Nostalgia
Sea Of LoveThe Honeydrippers,2,"Bro, I'm Sad"
(Where Do I Begin) Love StoryAndy Williams,2,"Bro, I'm Sad"
ScorpioDennis Coffey & The Detroit Guitar Band,9,In My Feels
Take Me In Your Arms (Rock Me)The Doobie Brothers,1,Day Drinking
SolitaireLaura Branigan,0,Chill Kickback
ScreamUsher,3,Sing Along
ApacheJorgen Ingmann & His Guitar,9,In My Feels
ConscienceJames Darren,8,Songs You Forgot About
Steppin' Out (Gonna Boogie Tonight)Tony Orlando & Dawn,0,Chill Kickback
Come UndoneDuran Duran,6,Let's Dance
DamagedDanity Kane,3,Sing Along
Talk To MeSunny & The Sunglows,8,Songs You Forgot About
Can't Get EnoughBad Company,11,Nostalgia
Seasons ChangeExpose,6,Let's Dance
All My LifeLinda Ronstadt (Featuring Aaron Neville),2,"Bro, I'm Sad"
3 A.M. EternalThe KLF,4,Concert Pregame
Coming Home SoldierBobby Vinton,10,Time Machine
Saturday NightBay City Rollers,0,Chill Kickback
Pop MuzikM,3,Sing Along
CarrieEurope,2,"Bro, I'm Sad"
CasanovaLevert,3,Sing Along
Party LightsClaudine Clark,5,Who Tryin' to Drink?
CandidaDawn,11,Nostalgia
Only The YoungJourney,12,College Tailgate
St. Elmo's Fire (Man In Motion)John Parr,12,College Tailgate
Self ControlLaura Branigan,11,Nostalgia
All Night LongFaith Evans Featuring Puff Daddy,5,Who Tryin' to Drink?
Broken WingsMr. Mister,2,"Bro, I'm Sad"
Run It!Chris Brown,12,College Tailgate
The BoxerSimon & Garfunkel,2,"Bro, I'm Sad"
Bobby Sox To StockingsFrankie Avalon,8,Songs You Forgot About
That's Old Fashioned (That's The Way Love Should Be)The Everly Brothers,8,Songs You Forgot About
Blow Me (One Last Kiss)P!nk,3,Sing Along
Devoted To YouThe Everly Brothers,10,Time Machine
Baby Sittin' BoogieBuzz Clifford,8,Songs You Forgot About
The CheaterBob Kuban And The In-Men,8,Songs You Forgot About
Single GirlSandy Posey,11,Nostalgia
"Shake Ya TailfeatherNelly, P. Diddy & Murphy Lee",5,Who Tryin' to Drink?
Can't Hold Us DownChristina Aguilera Featuring Lil' Kim,5,Who Tryin' to Drink?
ShawtyPlies Featuring T-Pain,12,College Tailgate
Asia MinorKokomo,9,In My Feels
"Baby, Now That I've Found YouThe Foundations",0,Chill Kickback
Take It EasyEagles,3,Sing Along
Swearin' To GodFrankie Valli,3,Sing Along
Count On MeJefferson Starship,11,Nostalgia
Dirty White BoyForeigner,4,Concert Pregame
Cum On Feel The NoizeQuiet Riot,6,Let's Dance
Simply IrresistibleRobert Palmer,11,Nostalgia
